Date,YIELD_weekly_percent_change_10 YR_lead,YIELD_weekly_percent_change_3 YR_lag1,YIELD_weekly_percent_change_3 YR_lag2,YIELD_weekly_percent_change_3 YR,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag1,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag2,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag3,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag4,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag5,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag6,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag7,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag8,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag9,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag10,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag11,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag12,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag13,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts_lag14,UST_BOND_FU_weekly_percent_change_Other Reportable Shorts,YIELD_weekly_percent_change_1 YR_lag1,YIELD_weekly_percent_change_1 YR,UST_BOND_FO_weekly_percent_change_Dealer Shorts_lag1,UST_BOND_FO_weekly_percent_change_Dealer Shorts_lag2,UST_BOND_FO_weekly_percent_change_Dealer Shorts,UST_10Y_FO_weekly_percent_change_Asset Manager Spreads_lag1,UST_10Y_FO_weekly_percent_change_Asset Manager Spreads,WTI_PHYS_FU_weekly_percent_change_Commercial Long_lag1,WTI_PHYS_FU_weekly_percent_change_Commercial Long,UST_10Y_FO_weekly_percent_change_Other Reportable Spreads_lag1,UST_10Y_FO_weekly_percent_change_Other Reportable Spreads,CHF_FU_weekly_percent_change_Nonreportable Positions Short_lag1,CHF_FU_weekly_percent_change_Nonreportable Positions Short,NATGAS_FO_weekly_percent_change_Commercial Long_lag1,NATGAS_FO_weekly_percent_change_Commercial Long,SP500_eMini_FU_weekly_percent_change_Leveraged Funds Spreads_lag1,SP500_eMini_FU_weekly_percent_change_Leveraged Funds Spreads_lag2,SP500_eMini_FU_weekly_percent_change_Leveraged Funds Spreads,UST_5Y_FO_weekly_percent_change_Other Reportable Spreads_lag1,UST_5Y_FO_weekly_percent_change_Other Reportable Spreads,NATGAS_FO_weekly_percent_change_Noncommercial Spreads_lag1,NATGAS_FO_weekly_percent_change_Noncommercial Spreads,UST_2Y_FU_weekly_percent_change_Leveraged Funds Spreads_lag1,UST_2Y_FU_weekly_percent_change_Leveraged Funds Spreads,WTI_PHYS_FU_weekly_percent_change_Total Long_lag1,WTI_PHYS_FU_weekly_percent_change_Total Long,UST_5Y_FU_weekly_percent_change_Leveraged Funds Longs_lag1,UST_5Y_FU_weekly_percent_change_Leveraged Funds Longs,EURO_FO_weekly_percent_change_Noncommercial Spreads_lag1,EURO_FO_weekly_percent_change_Noncommercial Spreads,UST_10Y_FU_weekly_percent_change_Dealer Spreads_lag1,UST_10Y_FU_weekly_percent_change_Dealer Spreads,WTI_PHYS_FU_weekly_percent_change_Commercial Short_lag1,WTI_PHYS_FU_weekly_percent_change_Commercial Short,UST_5Y_FO_weekly_percent_change_Other Reportable Longs_lag1,UST_5Y_FO_weekly_percent_change_Other Reportable Longs,UST_5Y_FU_weekly_percent_change_Other Reportable Longs_lag1,UST_5Y_FU_weekly_percent_change_Other Reportable Longs,UST_5Y_FU_weekly_percent_change_Leveraged Funds Shorts_lag1,UST_5Y_FU_weekly_percent_change_Leveraged Funds Shorts,UST_5Y_FO_weekly_percent_change_Leveraged Funds Spreads_lag1,UST_5Y_FO_weekly_percent_change_Leveraged Funds Spreads,UST_10Y_FU_weekly_percent_change_Asset Manager Spreads_lag1,UST_10Y_FU_weekly_percent_change_Asset Manager Spreads,UST_5Y_FO_weekly_percent_change_Asset Manager Spreads_lag1,UST_5Y_FO_weekly_percent_change_Asset Manager Spreads,UST_BOND_FU_weekly_percent_change_Leveraged Funds Spreads_lag1,UST_BOND_FU_weekly_percent_change_Leveraged Funds Spreads
2006-06-25,-0.0152963671128106,,,0.0194931773879143,,,,,,,,,,,,,,,-0.1921316342941976,,0.0173745173745174,,,-0.2708044531462135,,-0.1169966755345431,,-0.0571229595056776,,0.1887683531282147,,-0.048687684423047,,0.0008651411154017,,,-0.8175725443579851,,0.1890278421079718,,0.0560627108553284,,-0.3537255535800873,,-0.074736392781567,,-0.0563534310108569,,-0.0231606634032293,,-0.0013822810852514,,-0.073428006887493,,-0.0109133667307669,,-0.0085836381325352,,0.1298553762119603,,0.0388116416019963,,-0.0269929421345518,,-0.0742826997038902,,-0.5506560083412981
2006-07-02,-0.0019417475728156,,,-0.0191204588910134,,,,,,,,,,,,,,,0.1246335593961933,0.0173745173745174,-0.0113851992409866,,,0.0487417685794919,-0.1169966755345431,-0.0165998137669221,-0.0571229595056776,-0.006487684230524,0.1887683531282147,0.0886992093773355,-0.048687684423047,0.1066035425679536,0.0008651411154017,-0.0179547653258075,,,0.0241854887067758,0.1890278421079718,-0.1284193213296398,0.0560627108553284,-0.0222966297381406,-0.3537255535800873,-0.1469300987870451,-0.074736392781567,0.0203882203332526,-0.0563534310108569,0.0945908208715564,-0.0231606634032293,0.131637995512341,-0.0013822810852514,-0.1338805729921133,-0.073428006887493,0.0127671018956319,-0.0109133667307669,-0.0589706756489003,-0.0085836381325352,-0.0340976845871012,0.1298553762119603,-0.0456194494147774,0.0388116416019963,-0.057743928516183,-0.0269929421345518,0.050891886708011,-0.0742826997038902,-0.0224644741437947,-0.5506560083412981,0.0705791356472977
2006-07-09,-0.0136186770428013,-0.0191204588910134,0.0194931773879143,0.0,,,,,,,,,,,,,,,-0.1045382924504444,-0.0113851992409866,0.0076775431861804,0.0487417685794919,-0.2708044531462135,0.1049690717796341,-0.0165998137669221,0.0383487808875211,-0.006487684230524,0.0064800104366411,0.0886992093773355,0.0020052026880554,0.1066035425679536,-0.0805487939809692,-0.0179547653258075,0.0060010783870827,0.0241854887067758,-0.8175725443579851,0.0684621389539421,-0.1284193213296398,0.0954958534041814,-0.0222966297381406,-0.0156033408272857,-0.1469300987870451,-0.129287598944591,0.0203882203332526,0.018527227564034,0.0945908208715564,-0.1698610216408248,0.131637995512341,0.1107072042300065,-0.1338805729921133,0.0980264624990707,0.0127671018956319,0.022263797300932,-0.0589706756489003,0.053901829188051,-0.0340976845871012,0.0489975436926914,-0.0456194494147774,-0.1179220131411469,-0.057743928516183,-0.0859076994389346,0.050891886708011,0.0074001559674128,-0.0224644741437947,0.0772543488481429,0.0705791356472977,-0.0919353382100605
2006-07-16,-0.0039447731755425,0.0,-0.0191204588910134,-0.0155945419103313,,,,,,,,,,,,,,,-0.228748940977125,0.0076775431861804,-0.0095238095238094,0.1049690717796341,0.0487417685794919,0.4475037207414423,0.0383487808875211,-0.0616812514248636,0.0064800104366411,0.0270955072239889,0.0020052026880554,0.0212017956622856,-0.0805487939809692,-0.0596068993180906,0.0060010783870827,0.0380978317553395,0.0684621389539421,0.0241854887067758,0.1037115511068897,0.0954958534041814,0.0325022665457841,-0.0156033408272857,0.0098038635624058,-0.129287598944591,1.0168350168350169,0.018527227564034,0.0474400008395159,-0.1698610216408248,0.0114863047904421,0.1107072042300065,-0.2508182088664088,0.0980264624990707,0.2525597847242202,0.022263797300932,0.0481365158427158,0.053901829188051,-0.1687311140523937,0.0489975436926914,-0.1601834030084958,-0.1179220131411469,-0.0329743722243076,-0.0859076994389346,0.0254392173848738,0.0074001559674128,-0.037821515825304,0.0772543488481429,0.0399304040174803,-0.0919353382100605,0.3079065141720536
2006-07-23,-0.0099009900990099,-0.0155945419103313,0.0,-0.0059405940594059,,,,,,,,,,,,,,,0.2115032532462044,-0.0095238095238094,-0.0019230769230769,0.4475037207414423,0.1049690717796341,-0.3537061270271533,-0.0616812514248636,0.0530643902758114,0.0270955072239889,0.0311641568113572,0.0212017956622856,0.0066910297830269,-0.0596068993180906,0.4909571745435932,0.0380978317553395,0.018107023448707,0.1037115511068897,0.0684621389539421,0.0619600834078046,0.0325022665457841,0.3117179611011107,0.0098038635624058,0.0442076028874096,1.0168350168350169,0.0016694490818029,0.0474400008395159,0.0195023328460923,0.0114863047904421,0.1561109001139384,-0.2508182088664088,0.2142970611596504,0.2525597847242202,-0.1633427915146601,0.0481365158427158,0.0440310201471059,-0.1687311140523937,-0.0508764814564463,-0.1601834030084958,-0.0482606601170751,-0.0329743722243076,0.3124795200766264,0.0254392173848738,0.2130737134909597,-0.037821515825304,0.0459556306203496,0.0399304040174803,0.0183872285421713,0.3079065141720536,0.1645502243175423
2006-07-30,-0.018,-0.0059405940594059,-0.0155945419103313,-0.0159362549800795,,,,,,,,,,,,,,,-0.0482191016460522,-0.0019230769230769,-0.0173410404624279,-0.3537061270271533,0.4475037207414423,0.4514869384434601,0.0530643902758114,0.0120906912769545,0.0311641568113572,-0.0436443803648068,0.0066910297830269,-0.2182841710217109,0.4909571745435932,0.0393660239171482,0.018107023448707,-0.0093831722413803,0.0619600834078046,0.1037115511068897,-0.0474364968053607,0.3117179611011107,-0.3251330454864946,0.0442076028874096,0.017237412816959,0.0016694490818029,0.8242499999999999,0.0195023328460923,-0.0263835700169908,0.1561109001139384,-0.2059499875165897,0.2142970611596504,-0.0022239665096808,-0.1633427915146601,-0.0603187933011417,0.0440310201471059,-0.0431909969874582,-0.0508764814564463,0.1238723767923273,-0.0482606601170751,0.1439330030522876,0.3124795200766264,-0.1852506241597848,0.2130737134909597,-0.21971685053547,0.0459556306203496,0.0101794773880312,0.0183872285421713,0.0155552014593647,0.1645502243175423,0.3243878550440744
2006-08-06,0.0122199592668024,-0.0159362549800795,-0.0059405940594059,-0.0161943319838057,,,,,,,,,,,,,,,-0.1388196785382773,-0.0173410404624279,-0.0058823529411763,0.4514869384434601,-0.3537061270271533,-0.104659417853006,0.0120906912769545,0.0623572477587075,-0.0436443803648068,0.0710355212666558,-0.2182841710217109,0.2338754907459337,0.0393660239171482,-0.0788329204514175,-0.0093831722413803,0.0113177578110514,-0.0474364968053607,0.0619600834078046,0.1145502732061642,-0.3251330454864946,0.362198085602341,0.017237412816959,0.0858960003088991,0.8242499999999999,-0.1737700424832122,-0.0263835700169908,0.059716075114433,-0.2059499875165897,0.1343499702124841,-0.0022239665096808,0.0317949390323848,-0.0603187933011417,0.2688275530196267,-0.0431909969874582,0.079755288633919,0.1238723767923273,0.1604213313055356,0.1439330030522876,0.1329695230688781,-0.1852506241597848,-0.0867904959456911,-0.21971685053547,0.2438721755409465,0.0101794773880312,-0.0070041474057113,0.0155552014593647,0.0779265046421537,0.3243878550440744,0.1229601143815017
2006-08-13,-0.0261569416498993,-0.0161943319838057,-0.0159362549800795,0.0144032921810697,,,,,,,,,,,,,,,-0.1620195716919585,-0.0058823529411763,0.009861932938856,-0.104659417853006,0.4514869384434601,0.0467267618173219,0.0623572477587075,0.0810757276264912,0.0710355212666558,0.0605513536693351,0.2338754907459337,-0.090690909090909,-0.0788329204514175,-0.1913583935934979,0.0113177578110514,-0.0090294936095811,0.1145502732061642,-0.0474364968053607,-0.0497886331611084,0.362198085602341,-0.0499890774047914,0.0858960003088991,0.0564103606097703,-0.1737700424832122,0.3597058660916681,0.059716075114433,0.0500200491656974,0.1343499702124841,0.0320147637005536,0.0317949390323848,-0.1348243217485227,0.2688275530196267,0.3910440483285473,0.079755288633919,0.0620091259217092,0.1604213313055356,-0.1088404829804017,0.1329695230688781,-0.1133517953087647,-0.0867904959456911,0.3282484125754994,0.2438721755409465,0.0493078525052064,-0.0070041474057113,0.0623344699503478,0.0779265046421537,0.0031320427041976,0.1229601143815017,0.3638319357246344
2006-08-20,-0.0103305785123966,0.0144032921810697,-0.0161943319838057,-0.022312373225152,,,,,,,,,,,,,,,0.0866533527400736,0.009861932938856,-0.0078125,0.0467267618173219,-0.104659417853006,0.2281613396238953,0.0810757276264912,-0.002607109048157,0.0605513536693351,0.0651949799680229,-0.090690909090909,0.0444293369591297,-0.1913583935934979,0.1212031631069396,-0.0090294936095811,-0.0118038816132799,-0.0497886331611084,0.1145502732061642,-0.1522800296589224,-0.0499890774047914,-0.0814777909784233,0.0564103606097703,0.0034476789475201,0.3597058660916681,-0.0729475867116659,0.0500200491656974,0.0428841220714852,0.0320147637005536,-0.0163200972561881,-0.1348243217485227,-0.0097672027612543,0.3910440483285473,0.0164462793822663,0.0620091259217092,0.067921009616257,-0.1088404829804017,-0.2176452965847812,-0.1133517953087647,-0.2179257875066738,0.3282484125754994,0.0919916826988476,0.0493078525052064,0.086384749451704,0.0623344699503478,0.0399301733890991,0.0031320427041976,-0.0675940056540992,0.3638319357246344,0.2495171259335564
2006-08-27,-0.0125260960334028,-0.022312373225152,0.0144032921810697,-0.0062240663900415,,,,,,,,,,,,,,,-0.1367161947481543,-0.0078125,-0.0039370078740158,0.2281613396238953,0.0467267618173219,-0.1537770659972082,-0.002607109048157,0.0711576659152752,0.0651949799680229,-0.071320529463582,0.0444293369591297,0.2885094000076578,0.1212031631069396,-0.1350603124382045,-0.0118038816132799,0.0193045985682911,-0.1522800296589224,-0.0497886331611084,-0.1178978825758956,-0.0814777909784233,0.2399132140025868,0.0034476789475201,-0.0440213146255324,-0.0729475867116659,0.565463397517435,0.0428841220714852,-0.0722693402614391,-0.0163200972561881,0.0997176176413527,-0.0097672027612543,0.0536932660931475,0.0164462793822663,0.0378016419669116,0.067921009616257,-0.0785256892042208,-0.2176452965847812,0.0059700972969209,-0.2179257875066738,-0.0032085744030856,0.0919916826988476,-0.0835195968166739,0.086384749451704,0.2783628603887131,0.0399301733890991,-0.0476220949980555,-0.0675940056540992,0.0455228446009037,0.2495171259335564,0.1170166172871312
